GENE	obeta_ncbi	obeta_ragtag_ncbi	obeta_ragtag_tama
ENSCGOG00000006742	I	UL	UL
ENSCGOG00000002417	I	I	I
ENSCGOG00000002521	L	L	L
ENSCGOG00000022991	I	I	I
ENSCGOG00000021145	I	I	I
ENSCGOG00000001780	I	I	I
ENSCGOG00000010743	L	L	L
ENSCGOG00000004716	I	PI	PI
ENSCGOG00000015237	I	I	I
ENSCGOG00000013151	L	L	L
ENSCGOG00000005977	L	L	L
ENSCGOG00000016691	L	L	L
ENSCGOG00000007651	I	M	M
ENSCGOG00000016094	I	I	I
ENSCGOG00000015490	L	L	L
ENSCGOG00000007714	I	I	I
ENSCGOG00000017174	I	I	I
ENSCGOG00000008250	I	I	I
ENSCGOG00000016490	I	I	I
ENSCGOG00000016154	I	I	I
ENSCGOG00000007315	L	PG	PG
ENSCGOG00000008625	I	I	I
ENSCGOG00000023167	I	I	I
ENSCGOG00000021788	L	L	L
ENSCGOG00000021535	L	L	L
ENSCGOG00000016467	I	I	I
ENSCGOG00000009454	PG	PG	PG
ENSCGOG00000007402	I	I	I
ENSCGOG00000019424	UL	UL	UL
ENSCGOG00000000428	I	I	I
ENSCGOG00000024531	I	I	I
ENSCGOG00000000852	UL	UL	UL
ENSCGOG00000005257	I	I	I
ENSCGOG00000002090	L	M	L
ENSCGOG00000011905	I	I	I
ENSCGOG00000006446	UL	UL	UL
ENSCGOG00000016106	I	I	I
ENSCGOG00000017824	I	I	I
ENSCGOG00000013842	I	I	I
ENSCGOG00000001309	I	I	I
ENSCGOG00000024194	UL	UL	UL
ENSCGOG00000014531	I	I	I
ENSCGOG00000012576	L	L	L
ENSCGOG00000012706	L	I	I
ENSCGOG00000015461	PG	PG	PG
ENSCGOG00000011854	I	I	I
ENSCGOG00000008772	L	L	M
ENSCGOG00000007977	L	L	L
ENSCGOG00000009784	L	L	L
ENSCGOG00000011063	I	I	I
ENSCGOG00000003995	L	L	L
ENSCGOG00000004645	I	I	I
ENSCGOG00000023966	I	I	I
ENSCGOG00000001240	I	I	I
ENSCGOG00000011182	UL	UL	UL
ENSCGOG00000013485	I	I	I
ENSCGOG00000020462	I	I	I
ENSCGOG00000019912	I	I	I
ENSCGOG00000011048	L	L	L
ENSCGOG00000012069	UL	UL	UL
ENSCGOG00000004247	L	L	M
ENSCGOG00000018600	UL	UL	UL
ENSCGOG00000009657	L	L	L
ENSCGOG00000003213	I	I	I
ENSCGOG00000015050	PI	PI	PI
ENSCGOG00000012813	L	L	L
ENSCGOG00000002269	UL	UL	UL
ENSCGOG00000020984	I	I	I
ENSCGOG00000005397	I	I	I
ENSCGOG00000013950	I	I	I
ENSCGOG00000005845	I	I	I
ENSCGOG00000020623	I	I	I
ENSCGOG00000013915	L	M	PG
ENSCGOG00000002454	I	I	I
ENSCGOG00000011810	I	I	I
ENSCGOG00000019422	I	I	I
ENSCGOG00000005172	M	M	M
ENSCGOG00000011965	I	I	I
ENSCGOG00000013873	I	I	I
ENSCGOG00000019997	UL	UL	UL
ENSCGOG00000005573	I	I	I
ENSCGOG00000022582	I	I	I
ENSCGOG00000004163	L	L	PG
ENSCGOG00000001838	I	I	I
ENSCGOG00000012307	I	I	I
ENSCGOG00000023206	I	I	I
ENSCGOG00000011214	I	I	I
ENSCGOG00000012827	UL	PI	PI
ENSCGOG00000001504	I	I	I
ENSCGOG00000013140	UL	UL	UL
ENSCGOG00000002706	I	I	I
ENSCGOG00000006840	I	I	I
ENSCGOG00000018275	I	M	PG
ENSCGOG00000015615	I	I	I
ENSCGOG00000014040	I	I	I
ENSCGOG00000011573	UL	UL	UL
ENSCGOG00000021842	UL	UL	UL
ENSCGOG00000006816	UL	UL	UL
ENSCGOG00000017357	I	I	I
ENSCGOG00000000043	L	L	L
ENSCGOG00000012788	I	I	I
ENSCGOG00000021800	I	I	I
ENSCGOG00000014292	I	I	I
ENSCGOG00000001174	I	I	I
ENSCGOG00000002332	L	L	L
ENSCGOG00000020344	UL	UL	UL
ENSCGOG00000005540	I	I	I
ENSCGOG00000011279	I	I	I
ENSCGOG00000013576	I	I	I
ENSCGOG00000010406	I	I	I
ENSCGOG00000023170	I	I	I
ENSCGOG00000014219	L	L	L
ENSCGOG00000001104	L	L	L
ENSCGOG00000022296	I	I	I
ENSCGOG00000019371	UL	UL	UL
ENSCGOG00000023971	I	I	I
ENSCGOG00000022681	I	I	I
ENSCGOG00000014883	I	UL	UL
ENSCGOG00000018760	I	I	I
ENSCGOG00000001115	I	I	M
ENSCGOG00000003818	I	I	I
ENSCGOG00000010599	I	I	I
ENSCGOG00000014095	I	I	I
ENSCGOG00000008488	I	PI	PI
ENSCGOG00000001290	L	PI	PI
ENSCGOG00000004705	I	I	I
ENSCGOG00000022375	I	I	I
ENSCGOG00000013885	I	I	I
ENSCGOG00000022566	I	I	I
ENSCGOG00000019801	I	I	I
ENSCGOG00000022197	I	I	I
ENSCGOG00000005492	UL	UL	UL
ENSCGOG00000024459	I	I	I
ENSCGOG00000011513	I	I	I
ENSCGOG00000004480	I	I	I
ENSCGOG00000012588	UL	UL	UL
ENSCGOG00000018283	I	I	I
ENSCGOG00000018394	I	I	I
ENSCGOG00000013228	UL	UL	UL
ENSCGOG00000022637	L	L	L
ENSCGOG00000019311	I	I	I
ENSCGOG00000023300	I	I	I
ENSCGOG00000021391	I	I	I
ENSCGOG00000015633	L	L	L
ENSCGOG00000005821	I	I	I
ENSCGOG00000022941	I	I	I
ENSCGOG00000012608	I	I	I
ENSCGOG00000023064	I	I	I
ENSCGOG00000015834	I	I	I
ENSCGOG00000008177	I	I	I
ENSCGOG00000013185	I	I	I
ENSCGOG00000014977	I	I	I
ENSCGOG00000019489	I	I	I
ENSCGOG00000023813	I	I	I
ENSCGOG00000011788	I	I	I
ENSCGOG00000023384	I	I	I
ENSCGOG00000014235	L	M	M
ENSCGOG00000004486	I	I	I
ENSCGOG00000019747	UL	UL	UL
ENSCGOG00000018473	UL	UL	UL
ENSCGOG00000019228	I	I	I
ENSCGOG00000011694	L	L	L
ENSCGOG00000006525	I	I	I
ENSCGOG00000015364	I	I	I
ENSCGOG00000012787	I	I	I
ENSCGOG00000024714	I	I	I
ENSCGOG00000012503	L	M	M
ENSCGOG00000014064	I	I	I
ENSCGOG00000021278	I	I	I
ENSCGOG00000016524	L	PM	PM
ENSCGOG00000020030	I	I	I
ENSCGOG00000003868	I	I	I
ENSCGOG00000010319	I	I	I
ENSCGOG00000007606	I	I	I
ENSCGOG00000023814	I	I	I
ENSCGOG00000003684	L	L	L
ENSCGOG00000024306	I	I	I
ENSCGOG00000016573	I	I	I
ENSCGOG00000000736	I	I	I
ENSCGOG00000009115	I	I	I
ENSCGOG00000018341	L	PG	PG
ENSCGOG00000017052	PG	L	L
ENSCGOG00000005132	I	I	I
ENSCGOG00000012802	UL	UL	UL
ENSCGOG00000021978	I	I	I
ENSCGOG00000012809	I	I	I
ENSCGOG00000000892	I	I	I
ENSCGOG00000003793	L	L	L
ENSCGOG00000018465	L	L	L
ENSCGOG00000003175	I	M	L
ENSCGOG00000011187	I	I	I
ENSCGOG00000017868	I	UL	UL
ENSCGOG00000013551	I	I	I
ENSCGOG00000016002	I	I	I
ENSCGOG00000013631	I	I	I
ENSCGOG00000004737	I	I	I
ENSCGOG00000006444	I	I	I
ENSCGOG00000008925	I	I	I
ENSCGOG00000019116	UL	UL	UL
ENSCGOG00000010209	I	I	I
ENSCGOG00000022617	UL	UL	UL
ENSCGOG00000012803	L	L	L
ENSCGOG00000009283	I	I	I
ENSCGOG00000002496	UL	UL	UL
ENSCGOG00000002037	I	I	I
ENSCGOG00000019107	I	I	I
ENSCGOG00000001796	I	I	I
ENSCGOG00000015393	I	I	I
ENSCGOG00000012059	I	I	I
ENSCGOG00000004210	I	I	I
ENSCGOG00000019749	I	I	I
ENSCGOG00000009737	I	I	I
ENSCGOG00000017100	I	I	I
ENSCGOG00000024642	I	I	I
ENSCGOG00000013818	I	I	I
ENSCGOG00000023811	UL	UL	UL
ENSCGOG00000005731	I	I	I
ENSCGOG00000002568	I	I	I
ENSCGOG00000001084	L	L	L
ENSCGOG00000009756	I	I	I
ENSCGOG00000011069	I	I	I
ENSCGOG00000017898	I	UL	UL
ENSCGOG00000002724	I	I	I
ENSCGOG00000014847	I	I	I
ENSCGOG00000016541	L	L	L
ENSCGOG00000001668	L	L	L
ENSCGOG00000012008	I	I	I
ENSCGOG00000023027	I	I	I
ENSCGOG00000013316	I	I	I
ENSCGOG00000014225	I	I	I
ENSCGOG00000006493	PI	PI	PI
ENSCGOG00000000556	I	I	I
ENSCGOG00000015566	I	L	I
ENSCGOG00000000104	I	I	I
ENSCGOG00000018854	I	I	I
ENSCGOG00000003592	PG	PG	PG
ENSCGOG00000018488	UL	UL	UL
ENSCGOG00000009320	I	I	I
ENSCGOG00000008936	M	M	M
ENSCGOG00000018713	I	I	I
ENSCGOG00000018637	L	L	L
ENSCGOG00000023846	I	I	I
ENSCGOG00000009218	I	I	I
ENSCGOG00000008413	UL	UL	UL
ENSCGOG00000015480	I	I	I
ENSCGOG00000005098	I	I	I
ENSCGOG00000005419	L	L	L
ENSCGOG00000004508	I	I	I
ENSCGOG00000008501	I	I	I
ENSCGOG00000011700	I	I	I
ENSCGOG00000020425	I	I	I
ENSCGOG00000016079	I	I	I
ENSCGOG00000011621	UL	UL	UL
ENSCGOG00000012363	UL	UL	UL
ENSCGOG00000002253	I	I	I
ENSCGOG00000021359	I	I	I
ENSCGOG00000019028	UL	UL	UL
ENSCGOG00000023523	I	I	I
ENSCGOG00000011681	I	I	I
ENSCGOG00000009611	I	PI	PI
ENSCGOG00000009867	I	I	I
ENSCGOG00000021291	I	I	I
ENSCGOG00000011441	I	I	I
ENSCGOG00000007703	I	I	I
ENSCGOG00000024145	I	I	I
ENSCGOG00000001345	I	I	I
ENSCGOG00000013045	I	I	I
ENSCGOG00000009486	I	I	I
ENSCGOG00000012394	I	I	I
ENSCGOG00000018297	I	I	I
ENSCGOG00000016967	I	I	I
ENSCGOG00000016105	UL	UL	UL
ENSCGOG00000018846	I	I	I
ENSCGOG00000006192	I	I	I
ENSCGOG00000005569	UL	I	I
ENSCGOG00000017453	UL	UL	UL
ENSCGOG00000011402	I	I	I
ENSCGOG00000022910	I	I	I
ENSCGOG00000010750	I	I	I
ENSCGOG00000010910	I	I	I
ENSCGOG00000007166	I	I	I
ENSCGOG00000002358	I	I	I
ENSCGOG00000023793	I	I	I
ENSCGOG00000005805	UL	UL	UL
ENSCGOG00000002739	I	I	I
ENSCGOG00000019369	I	I	I
ENSCGOG00000011207	UL	UL	UL
ENSCGOG00000021147	I	I	I
ENSCGOG00000006184	I	I	I
ENSCGOG00000006681	I	I	I
ENSCGOG00000005965	I	I	I
ENSCGOG00000022710	I	I	I
ENSCGOG00000011776	UL	UL	UL
ENSCGOG00000021634	I	I	I
ENSCGOG00000015806	L	PG	PG
ENSCGOG00000024351	I	I	M
ENSCGOG00000022137	L	L	L
ENSCGOG00000005609	UL	UL	UL
ENSCGOG00000002569	I	I	I
ENSCGOG00000022477	UL	UL	UL
ENSCGOG00000005131	I	I	I
ENSCGOG00000015320	I	I	I
ENSCGOG00000015675	L	UL	UL
ENSCGOG00000023026	I	I	I
ENSCGOG00000010535	L	L	L
ENSCGOG00000003719	I	I	I
ENSCGOG00000008462	I	I	I
ENSCGOG00000019976	I	I	I
ENSCGOG00000011824	I	I	I
ENSCGOG00000010558	L	L	L
ENSCGOG00000005086	I	I	I
ENSCGOG00000023422	I	I	I
ENSCGOG00000007643	I	I	I
ENSCGOG00000022972	I	I	I
ENSCGOG00000023708	I	I	I
ENSCGOG00000004246	I	I	I
ENSCGOG00000023483	L	L	L
ENSCGOG00000011306	I	I	I
ENSCGOG00000007992	I	I	I
ENSCGOG00000014790	I	I	I
ENSCGOG00000019201	UL	UL	UL
ENSCGOG00000006362	I	I	I
ENSCGOG00000011165	L	L	L
ENSCGOG00000000034	UL	UL	UL
ENSCGOG00000004126	I	I	I
ENSCGOG00000000813	I	I	I
ENSCGOG00000018370	I	I	I
ENSCGOG00000000691	I	I	I
ENSCGOG00000017582	L	L	L
ENSCGOG00000019365	I	I	I
ENSCGOG00000014795	I	I	I
ENSCGOG00000023460	I	I	I
ENSCGOG00000016694	L	L	L
ENSCGOG00000021611	I	I	I
ENSCGOG00000022900	I	I	I
ENSCGOG00000007060	I	I	I
ENSCGOG00000006508	I	I	I
ENSCGOG00000014849	L	L	L
ENSCGOG00000004708	UL	UL	UL
ENSCGOG00000014513	L	L	L
ENSCGOG00000021534	I	I	I
ENSCGOG00000015822	UL	UL	UL
ENSCGOG00000002606	I	I	I
ENSCGOG00000021383	I	I	I
ENSCGOG00000011755	I	I	I
ENSCGOG00000021751	I	I	I
ENSCGOG00000014041	I	I	I
ENSCGOG00000020460	UL	UL	UL
ENSCGOG00000010294	I	I	I
ENSCGOG00000022818	I	I	I
ENSCGOG00000019797	I	I	I
ENSCGOG00000008362	L	L	M
ENSCGOG00000001702	I	I	I
ENSCGOG00000022167	I	I	I
ENSCGOG00000010741	M	M	M
ENSCGOG00000017118	UL	UL	UL
ENSCGOG00000015546	I	I	I
ENSCGOG00000017110	I	I	I
ENSCGOG00000021546	I	I	I
ENSCGOG00000015548	I	I	I
ENSCGOG00000021579	UL	UL	UL
ENSCGOG00000009037	I	I	I
ENSCGOG00000015609	I	I	I
ENSCGOG00000023212	L	L	L
ENSCGOG00000009672	UL	UL	UL
ENSCGOG00000008244	L	L	L
ENSCGOG00000002524	I	I	I
ENSCGOG00000005771	UL	UL	UL
ENSCGOG00000003580	L	L	L
ENSCGOG00000020452	I	UL	UL
ENSCGOG00000011937	I	I	I
ENSCGOG00000018731	UL	UL	UL
ENSCGOG00000013163	I	I	I
ENSCGOG00000013690	I	I	I
ENSCGOG00000007014	I	I	I
ENSCGOG00000024580	I	I	I
ENSCGOG00000006293	I	I	I
ENSCGOG00000019488	I	I	I
ENSCGOG00000012550	UL	UL	UL
ENSCGOG00000003875	I	I	I
ENSCGOG00000021355	UL	UL	UL
ENSCGOG00000018106	I	I	I
ENSCGOG00000006279	I	I	I
ENSCGOG00000008466	UL	UL	UL
ENSCGOG00000010551	UL	UL	UL
ENSCGOG00000013749	L	M	M
ENSCGOG00000016778	L	L	L
ENSCGOG00000010336	UL	UL	UL
ENSCGOG00000014637	I	L	L
ENSCGOG00000007923	I	I	I
ENSCGOG00000015450	I	I	I
ENSCGOG00000020086	L	L	L
ENSCGOG00000023295	I	I	I
ENSCGOG00000024568	UL	UL	UL
ENSCGOG00000010611	I	I	I
ENSCGOG00000010353	I	I	I
ENSCGOG00000003694	L	L	L
ENSCGOG00000003575	UL	UL	UL
ENSCGOG00000014101	I	I	I
ENSCGOG00000007865	I	I	I
ENSCGOG00000017772	I	I	I
ENSCGOG00000004062	I	PI	PI
ENSCGOG00000022877	I	I	I
ENSCGOG00000011026	I	I	I
ENSCGOG00000015918	L	L	L
ENSCGOG00000005436	I	I	I
ENSCGOG00000017078	I	I	I
ENSCGOG00000011474	I	I	I
ENSCGOG00000016285	I	I	I
ENSCGOG00000019615	I	I	I
ENSCGOG00000001840	I	I	I
ENSCGOG00000001737	I	I	I
ENSCGOG00000016551	I	I	I
ENSCGOG00000002153	I	I	I
ENSCGOG00000013267	L	M	M
ENSCGOG00000006673	I	PI	PI
ENSCGOG00000019576	I	I	I
ENSCGOG00000012429	L	L	M
ENSCGOG00000004805	I	I	I
ENSCGOG00000001175	I	I	I
ENSCGOG00000019890	I	L	L
ENSCGOG00000002598	L	L	L
ENSCGOG00000018670	I	I	I
ENSCGOG00000008747	L	L	L
ENSCGOG00000001695	L	L	L
ENSCGOG00000001852	I	I	I
ENSCGOG00000017423	I	I	I
ENSCGOG00000005338	I	I	I
ENSCGOG00000005693	UL	UL	UL
ENSCGOG00000013236	I	I	I
ENSCGOG00000011348	I	I	I
ENSCGOG00000024116	I	I	I
ENSCGOG00000023072	I	I	I
ENSCGOG00000021417	UL	UL	UL
ENSCGOG00000014316	I	I	I
ENSCGOG00000014979	PG	PG	PG
ENSCGOG00000011960	I	I	I
ENSCGOG00000005458	I	I	I
ENSCGOG00000004734	I	I	I
ENSCGOG00000018034	I	PM	PM
ENSCGOG00000008243	UL	L	L
ENSCGOG00000002611	UL	UL	UL
ENSCGOG00000022334	UL	UL	UL
ENSCGOG00000006834	I	I	I
ENSCGOG00000000816	L	PI	UL
ENSCGOG00000011730	I	I	I
ENSCGOG00000009205	I	I	I
ENSCGOG00000014061	I	I	I
ENSCGOG00000018038	I	M	M
ENSCGOG00000019227	I	I	I
ENSCGOG00000014913	I	I	I
ENSCGOG00000024586	I	I	I
ENSCGOG00000017379	I	I	I
ENSCGOG00000015478	I	I	I
ENSCGOG00000019876	I	I	I
ENSCGOG00000017689	I	I	I
ENSCGOG00000005773	UL	UL	UL
ENSCGOG00000016811	I	I	I
ENSCGOG00000003869	L	L	L
ENSCGOG00000000952	L	I	L
ENSCGOG00000020386	L	L	L
ENSCGOG00000021426	UL	UL	UL
ENSCGOG00000000750	I	I	I
ENSCGOG00000016629	L	L	L
ENSCGOG00000017280	I	I	I
ENSCGOG00000002472	I	I	I
ENSCGOG00000010303	L	L	L
ENSCGOG00000018825	L	L	M
ENSCGOG00000020980	I	I	I
ENSCGOG00000015908	UL	UL	UL
ENSCGOG00000013553	I	I	I
ENSCGOG00000005482	I	L	L
ENSCGOG00000007442	I	I	I
ENSCGOG00000019493	I	I	I
ENSCGOG00000001132	I	I	I
ENSCGOG00000007280	L	L	L
ENSCGOG00000008317	I	I	I
ENSCGOG00000003558	PI	PI	PI
ENSCGOG00000012453	I	I	I
ENSCGOG00000000511	I	I	I
ENSCGOG00000017949	L	L	L
ENSCGOG00000022496	L	L	L
ENSCGOG00000018239	L	L	L
ENSCGOG00000019642	I	I	I
ENSCGOG00000019869	L	L	L
ENSCGOG00000001718	I	I	I
ENSCGOG00000001417	L	L	L
ENSCGOG00000008714	I	I	I
ENSCGOG00000011101	I	I	I
ENSCGOG00000013700	I	I	I
ENSCGOG00000009127	L	M	M
ENSCGOG00000023457	I	I	I
ENSCGOG00000004040	I	I	I
ENSCGOG00000000153	UL	UL	UL
ENSCGOG00000014204	L	L	L
ENSCGOG00000007298	I	I	I
ENSCGOG00000012049	L	M	M
ENSCGOG00000019855	L	L	L
ENSCGOG00000018482	I	I	I
ENSCGOG00000020615	UL	UL	UL
ENSCGOG00000022706	L	L	M
ENSCGOG00000005374	I	I	I
ENSCGOG00000023853	UL	UL	UL
ENSCGOG00000017300	I	I	I
ENSCGOG00000006848	L	PM	L
ENSCGOG00000021754	I	I	I
ENSCGOG00000009537	I	I	I
ENSCGOG00000001028	I	I	I
ENSCGOG00000009812	PG	PG	PG
ENSCGOG00000003150	I	I	I
ENSCGOG00000000649	L	L	UL
ENSCGOG00000011334	I	I	I
ENSCGOG00000016162	I	I	I
ENSCGOG00000020236	I	I	I
ENSCGOG00000007284	UL	UL	UL
ENSCGOG00000020915	I	PI	PI
ENSCGOG00000014817	I	I	I
ENSCGOG00000006939	I	I	I
ENSCGOG00000003182	I	I	I
ENSCGOG00000002482	I	I	I
ENSCGOG00000009853	I	I	I
ENSCGOG00000005253	I	I	I
ENSCGOG00000017235	UL	UL	UL
ENSCGOG00000014771	I	I	I
ENSCGOG00000006486	I	I	I
ENSCGOG00000024551	I	I	I
ENSCGOG00000003087	L	M	M
ENSCGOG00000002111	UL	UL	UL
ENSCGOG00000013810	L	L	L
ENSCGOG00000013531	I	I	I
ENSCGOG00000012446	UL	UL	UL
ENSCGOG00000023110	I	I	I
ENSCGOG00000022661	I	I	I
ENSCGOG00000016595	I	I	I
ENSCGOG00000022763	I	I	I
ENSCGOG00000019836	I	I	I
ENSCGOG00000021828	I	I	I
ENSCGOG00000013499	I	I	I
ENSCGOG00000003618	I	I	I
ENSCGOG00000009150	I	I	I
ENSCGOG00000009708	I	I	I
ENSCGOG00000023599	L	L	L
ENSCGOG00000005617	I	I	I
ENSCGOG00000021350	I	I	I
ENSCGOG00000018586	I	I	I
ENSCGOG00000004852	I	I	I
ENSCGOG00000012822	L	L	L
ENSCGOG00000016991	UL	PI	PI
ENSCGOG00000001971	I	I	I
ENSCGOG00000020277	I	I	I
ENSCGOG00000011696	I	I	I
ENSCGOG00000005211	I	I	I
ENSCGOG00000015243	I	I	I
ENSCGOG00000014615	I	I	I
ENSCGOG00000009135	I	I	I
ENSCGOG00000000772	I	I	I
ENSCGOG00000001187	UL	UL	UL
ENSCGOG00000002868	I	I	I
ENSCGOG00000008208	L	L	L
ENSCGOG00000024149	L	L	L
ENSCGOG00000011812	I	I	I
ENSCGOG00000002169	I	I	I
ENSCGOG00000021552	I	I	I
ENSCGOG00000020211	L	UL	L
ENSCGOG00000023869	UL	UL	UL
ENSCGOG00000000971	L	L	L
ENSCGOG00000009027	I	I	I
ENSCGOG00000000241	I	I	I
ENSCGOG00000007347	I	I	I
ENSCGOG00000017498	I	I	I
ENSCGOG00000017529	I	I	I
ENSCGOG00000024217	UL	UL	UL
ENSCGOG00000006064	I	I	I
ENSCGOG00000019940	I	I	I
ENSCGOG00000010753	I	I	I
ENSCGOG00000008682	L	L	L
ENSCGOG00000019769	L	L	L
ENSCGOG00000021237	L	UL	I
ENSCGOG00000016232	L	M	L
ENSCGOG00000022054	I	I	I
ENSCGOG00000017439	UL	UL	UL
ENSCGOG00000004719	L	M	M
ENSCGOG00000010180	UL	UL	UL
ENSCGOG00000021211	L	L	L
ENSCGOG00000010904	I	I	I
ENSCGOG00000003520	L	L	L
ENSCGOG00000013293	I	I	I
ENSCGOG00000024413	L	L	M
ENSCGOG00000020754	M	M	L
ENSCGOG00000019290	I	I	I
ENSCGOG00000015677	PG	PG	PG
ENSCGOG00000001988	L	L	UL
ENSCGOG00000000585	L	L	L
ENSCGOG00000002100	I	M	M
ENSCGOG00000019224	I	I	I
ENSCGOG00000004447	L	L	L
ENSCGOG00000010793	I	I	I
ENSCGOG00000016501	L	L	L
ENSCGOG00000013036	I	I	I
ENSCGOG00000014832	L	L	L
ENSCGOG00000024331	UL	UL	UL
ENSCGOG00000013660	I	I	I
ENSCGOG00000012027	I	I	I
ENSCGOG00000007343	I	I	I
ENSCGOG00000018902	UL	L	L
ENSCGOG00000008389	I	I	I
ENSCGOG00000019026	UL	UL	UL
ENSCGOG00000019485	I	UL	UL
ENSCGOG00000009356	L	L	L
ENSCGOG00000004395	L	L	L
ENSCGOG00000023410	I	I	I
ENSCGOG00000013039	I	I	I
ENSCGOG00000016338	I	I	I
ENSCGOG00000011964	I	I	I
ENSCGOG00000019561	L	M	M
ENSCGOG00000018417	I	I	I
ENSCGOG00000022312	I	I	I
ENSCGOG00000005929	UL	UL	UL
ENSCGOG00000019631	I	I	I
ENSCGOG00000008939	I	I	I
ENSCGOG00000022526	I	I	I
ENSCGOG00000004783	I	I	I
ENSCGOG00000020178	I	I	I
ENSCGOG00000020511	I	I	I
ENSCGOG00000020870	I	I	I
ENSCGOG00000020285	UL	UL	UL
ENSCGOG00000011745	I	I	I
ENSCGOG00000018407	L	L	L
ENSCGOG00000009089	I	I	I
ENSCGOG00000015866	I	I	I
ENSCGOG00000014807	UL	UL	UL
ENSCGOG00000002099	I	I	I
ENSCGOG00000005104	L	L	L
ENSCGOG00000019703	I	I	I
ENSCGOG00000011345	L	L	L
ENSCGOG00000003121	I	I	I
ENSCGOG00000019541	I	I	I
ENSCGOG00000012526	I	I	I
ENSCGOG00000021584	I	I	I
ENSCGOG00000009636	I	I	I
ENSCGOG00000010872	I	UL	UL
ENSCGOG00000023473	I	I	I
ENSCGOG00000016844	I	I	I
ENSCGOG00000012046	UL	L	L
ENSCGOG00000016546	I	I	I
ENSCGOG00000021301	L	L	L
ENSCGOG00000023451	I	UL	UL
ENSCGOG00000009100	L	L	L
ENSCGOG00000018119	I	I	I
ENSCGOG00000015457	I	I	I
ENSCGOG00000008891	I	I	I
ENSCGOG00000024269	L	M	M
ENSCGOG00000003363	I	I	I
ENSCGOG00000004362	UL	UL	UL
ENSCGOG00000016848	L	PI	L
ENSCGOG00000023834	I	I	I
ENSCGOG00000009884	L	L	L
ENSCGOG00000006032	I	I	I
ENSCGOG00000007972	I	I	I
ENSCGOG00000010559	I	I	I
ENSCGOG00000002362	I	PI	PI
ENSCGOG00000004668	I	UL	UL
ENSCGOG00000009973	I	I	I
ENSCGOG00000022030	I	I	I
ENSCGOG00000003540	I	I	I
ENSCGOG00000019800	I	I	I
ENSCGOG00000005589	I	I	I
ENSCGOG00000000940	UL	I	I
ENSCGOG00000020033	I	I	I
ENSCGOG00000024015	I	I	I
ENSCGOG00000018194	I	I	I
ENSCGOG00000014781	I	I	I
ENSCGOG00000005980	L	L	L
ENSCGOG00000011252	L	UL	M
ENSCGOG00000018325	I	I	I
ENSCGOG00000004994	I	PI	PI
ENSCGOG00000017585	I	I	I
ENSCGOG00000005736	I	I	I
ENSCGOG00000005216	L	L	L
ENSCGOG00000012304	I	I	I
ENSCGOG00000004756	UL	UL	L
ENSCGOG00000007832	I	M	M
ENSCGOG00000022935	L	L	L
ENSCGOG00000012334	I	PI	PI
ENSCGOG00000005101	I	I	I
ENSCGOG00000017510	I	I	I
ENSCGOG00000013922	UL	UL	UL
ENSCGOG00000009509	I	I	I
ENSCGOG00000006337	I	I	I
ENSCGOG00000002885	I	I	I
ENSCGOG00000004205	I	I	I
ENSCGOG00000011259	I	I	I
ENSCGOG00000004392	I	I	I
ENSCGOG00000021980	I	I	I
ENSCGOG00000012743	I	I	I
ENSCGOG00000023668	UL	UL	UL
ENSCGOG00000000271	I	I	I
ENSCGOG00000021897	I	I	I
ENSCGOG00000012250	UL	UL	UL
ENSCGOG00000001598	I	I	I
ENSCGOG00000017703	I	I	I
ENSCGOG00000008051	I	I	I
ENSCGOG00000024130	I	I	I
ENSCGOG00000004642	I	I	I
ENSCGOG00000021551	UL	UL	UL
ENSCGOG00000022731	I	I	I
ENSCGOG00000012481	I	I	I
ENSCGOG00000000445	UL	UL	UL
ENSCGOG00000001963	I	I	I
ENSCGOG00000007427	L	L	L
ENSCGOG00000023487	L	L	L
ENSCGOG00000011105	L	L	L
ENSCGOG00000015181	I	I	I
ENSCGOG00000011719	I	I	I
ENSCGOG00000005921	I	I	I
ENSCGOG00000023854	I	I	I
ENSCGOG00000012940	I	I	I
ENSCGOG00000002570	I	UL	I
ENSCGOG00000006731	I	I	I
ENSCGOG00000019393	I	I	I
ENSCGOG00000011562	I	I	I
ENSCGOG00000010402	I	I	I
ENSCGOG00000001600	I	I	I
ENSCGOG00000009802	I	I	I
ENSCGOG00000014948	M	M	M
ENSCGOG00000004371	UL	UL	UL
ENSCGOG00000005473	I	UL	UL
ENSCGOG00000019829	UL	UL	UL
ENSCGOG00000010727	I	I	I
ENSCGOG00000013200	I	I	I
ENSCGOG00000020096	I	I	I
ENSCGOG00000005776	I	I	I
ENSCGOG00000013282	I	I	I
ENSCGOG00000017386	PM	PM	PM
ENSCGOG00000022783	I	I	I
ENSCGOG00000024340	L	L	M
ENSCGOG00000020895	I	L	L
ENSCGOG00000002522	I	I	I
ENSCGOG00000016452	UL	UL	UL
ENSCGOG00000013798	UL	UL	UL
ENSCGOG00000013714	UL	UL	UL
ENSCGOG00000013445	UL	UL	UL
ENSCGOG00000013453	I	I	I
ENSCGOG00000023842	I	I	I
ENSCGOG00000022586	I	I	I
ENSCGOG00000016072	UL	I	UL
ENSCGOG00000012080	I	I	I
ENSCGOG00000016332	I	I	I
ENSCGOG00000004506	I	I	I
ENSCGOG00000011615	I	I	I
ENSCGOG00000010736	I	I	I
ENSCGOG00000000383	I	I	I
ENSCGOG00000017416	I	I	I
ENSCGOG00000006499	UL	UL	UL
